Source path,Class name,Signature,Checksum,Description,Return value description,Technique 1,Technique 2,Technique 3,Inference time (ms),Input tokens,Output tokens
src/main/java/org/ministry/magic/resources/WizardReportResource.java,org.ministry.magic.resources.WizardReportResource,"org.ministry.magic.resources.WizardReportResource{name=downloadReport,return=JavaTypeProxy.Class[jakarta.ws.rs.core.Response],parameters=[java.lang.String]}",3c2024220975ac73d94b212aeddadc15725044d7109848bf0b6b496b911d60f7,,,,,,0,377,0
src/main/java/org/ministry/magic/resources/WizardImportResource.java,org.ministry.magic.resources.WizardImportResource,"org.ministry.magic.resources.WizardImportResource{name=importWizards,return=JavaTypeProxy.Class[jakarta.ws.rs.core.Response],parameters=[java.lang.String]}",52e75e3192c29b4d750e12b22928afab32ff9802be26230b2623e136de24a3a6,,,,,,0,673,0
src/main/java/org/ministry/magic/resources/WizardResource.java,org.ministry.magic.resources.WizardResource,"org.ministry.magic.resources.WizardResource{name=registerWizard,return=JavaTypeProxy.Class[jakarta.ws.rs.core.Response],parameters=[org.ministry.magic.api.CreateWizardRequest]}",2187afa9f039b27bbe01ac92a2d68bb6511dcd68afe37254eb70505bdd496892,,,,,,0,356,0
src/main/java/org/ministry/magic/resources/WizardResource.java,org.ministry.magic.resources.WizardResource,"org.ministry.magic.resources.WizardResource{name=listWizards,return=java.util.List<org.ministry.magic.api.WizardResponse>,parameters=[java.lang.String,java.lang.String,java.lang.String]}",1bfd8c8635bbfaa4d6ca654b7b8c637235c79a754ae813521c26114349330a2d,,,,,,0,472,0
src/main/java/org/ministry/magic/resources/WizardResource.java,org.ministry.magic.resources.WizardResource,"org.ministry.magic.resources.WizardResource{name=updateWizard,return=JavaTypeProxy.Class[org.ministry.magic.api.WizardResponse],parameters=[java.util.UUID,org.ministry.magic.api.UpdateWizardRequest]}",6e7d5336058f0f3aa8cba0854fcf309d269b5e07718669d4d3c06532865f669d,,,,,,0,345,0
src/main/java/org/ministry/magic/resources/WizardResource.java,org.ministry.magic.resources.WizardResource,"org.ministry.magic.resources.WizardResource{name=updateStatus,return=JavaTypeProxy.Class[org.ministry.magic.api.WizardResponse],parameters=[java.util.UUID,java.lang.String]}",cfaf153eec286c721a614a5236fddad11c7c39a4f3bdce7e6f7f5d09443a2bf2,,,,,,0,432,0
src/main/java/org/ministry/magic/resources/WizardResource.java,org.ministry.magic.resources.WizardResource,"org.ministry.magic.resources.WizardResource{name=deregisterWizard,return=JavaTypeProxy.Class[jakarta.ws.rs.core.Response],parameters=[java.util.UUID]}",fc599a367cc7dee27995690b761da1aa68191bc7c815eb4e6c6d349db73794c3,,,,,,0,326,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=registerWizard,return=JavaTypeProxy.Class[org.ministry.magic.core.Wizard],parameters=[org.ministry.magic.api.CreateWizardRequest]}",d61960b95bbd066d33bb93ee0fde6291d4bd246458ac91145b7987a575668c2c,,,,,,0,355,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=findWizard,return=java.util.Optional<org.ministry.magic.core.Wizard>,parameters=[java.util.UUID]}",4e5221d6b6c8b59d70eca600b0f7bfd8af93411215fcd97294719ba5ee397e50,,,,,,0,254,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=listWizards,return=java.util.List<org.ministry.magic.core.Wizard>,parameters=[]}",f1e9f0ffe24738e49e0ed1a101eb22d3b0bf77a2fb41dbf56ed62acfb0d469ed,,,,,,0,252,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=findByHouse,return=java.util.List<org.ministry.magic.core.Wizard>,parameters=[java.lang.String]}",5c0fac024daa93cb7a9b9f2640450bb3feac00f70c497600358dc1a8e458a0c0,,,,,,0,333,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=findByStatus,return=java.util.List<org.ministry.magic.core.Wizard>,parameters=[java.lang.String]}",f3fd821f8a92d8b23667167b8dae5219f36be3dc349c9f68eb8c703c6204dd0b,,,,,,0,329,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=searchByName,return=java.util.List<org.ministry.magic.core.Wizard>,parameters=[java.lang.String]}",6f74b0b7c9ae6d1d3d4d8099c96c242b5ab96ad86f06775a70f9cb484638823d,,,,,,0,255,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=updateWizard,return=JavaTypeProxy.Class[org.ministry.magic.core.Wizard],parameters=[java.util.UUID,org.ministry.magic.api.UpdateWizardRequest]}",b58ea7d8f708d6f6768bef83142080ae9f8b8e20cb7e5f092f4e6a15424bfdfa,,,,,,0,392,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=updateStatus,return=JavaTypeProxy.Class[org.ministry.magic.core.Wizard],parameters=[java.util.UUID,org.ministry.magic.core.RegistrationStatus]}",49d88a31e7a3e0ebffa96d4a06f0260dddf1d3c66f36f4b5cfa54cd90c62fbaf,,,,,,0,384,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=deregisterWizard,return=void,parameters=[java.util.UUID]}",c5e0c1efe086fb4eeeb2d025a79c35b0166e34f983f219c911c16a8f32dffba5,,,,,,0,340,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=countActiveWizards,return=long,parameters=[]}",f1ee4b466c08af13b70366f36afa7327535ef1559ad621e76a56f16e8932dc37,,,,,,0,258,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=describeRegistrationEvent,return=JavaTypeProxy.Class[java.lang.String],parameters=[java.lang.Object]}",17462a3dd6059a4540211d4b07a537a98b1aa9b3808a04d909d3c4c12f62c047,,,,,,0,345,0
src/main/java/org/ministry/magic/service/WizardService.java,org.ministry.magic.service.WizardService,"org.ministry.magic.service.WizardService{name=buildWizardSummaryHtml,return=JavaTypeProxy.Class[java.lang.String],parameters=[org.ministry.magic.core.Wizard]}",2de8f14ad44761a2a1585f8f352fc0ea4fd5523faf45696d38d5e1016c3066b0,,,,,,0,358,0
src/main/java/org/ministry/magic/service/WizardAuthService.java,org.ministry.magic.service.WizardAuthService,"org.ministry.magic.service.WizardAuthService{name=generateSessionToken,return=JavaTypeProxy.Class[java.lang.String],parameters=[java.lang.String]}",34a7fbb577769dad6800ddde31546d741f9a1bac89007b9ed11ed729a2e413ed,,,,,,0,252,0
src/main/java/org/ministry/magic/service/WizardAuthService.java,org.ministry.magic.service.WizardAuthService,"org.ministry.magic.service.WizardAuthService{name=hashPassword,return=JavaTypeProxy.Class[java.lang.String],parameters=[java.lang.String]}",a7a5e7aafddc3d12f568e5e92f287020923a1c4b79ce9ca8302ff6f8f0ce9e98,,,,,,0,313,0
src/main/java/org/ministry/magic/service/WizardAuthService.java,org.ministry.magic.service.WizardAuthService,"org.ministry.magic.service.WizardAuthService{name=validateApiKey,return=boolean,parameters=[java.lang.String]}",63277c9a6f9a70b151e360b371c8ba67f9151ddc75362631ed43d27015e7a5c6,,,,,,0,243,0
src/main/java/org/ministry/magic/api/WizardResponse.java,org.ministry.magic.api.WizardResponse,"org.ministry.magic.api.WizardResponse{name=fromWizard,return=JavaTypeProxy.Class[org.ministry.magic.api.WizardResponse],parameters=[org.ministry.magic.core.Wizard]}",76f9ed4d45d6260f0cadcbb030d852ef3655ae125c8bbfb49d09a11b271b6e26,,,,,,0,409,0
src/main/java/org/ministry/magic/filter/AuditLogFilter.java,org.ministry.magic.filter.AuditLogFilter,"org.ministry.magic.filter.AuditLogFilter{name=init,return=void,parameters=[jakarta.servlet.FilterConfig]}",bf05ded1e434cf68113e722f8c5a1bad502aaac6825d4c500a30fcc531bd293f,,,,,,0,254,0
src/main/java/org/ministry/magic/filter/AuditLogFilter.java,org.ministry.magic.filter.AuditLogFilter,"org.ministry.magic.filter.AuditLogFilter{name=doFilter,return=void,parameters=[jakarta.servlet.ServletRequest,jakarta.servlet.ServletResponse,jakarta.servlet.FilterChain]}",adc9ba2b3cd9321b92560046e8e17820848204faeb6fd4587ab1d2ce1f4afb00,,,,,,0,376,0
src/main/java/org/ministry/magic/filter/AuditLogFilter.java,org.ministry.magic.filter.AuditLogFilter,"org.ministry.magic.filter.AuditLogFilter{name=destroy,return=void,parameters=[]}",27244c35281aa2ae5bc0b28cf70cdb964a2eff8eb225287a71fdfaa22b6cc1b1,,,,,,0,243,0
src/main/java/org/ministry/magic/servlet/MinistryStatusServlet.java,org.ministry.magic.servlet.MinistryStatusServlet,"org.ministry.magic.servlet.MinistryStatusServlet{name=doGet,return=void,parameters=[jakarta.servlet.http.HttpServletRequest,jakarta.servlet.http.HttpServletResponse]}",d401bba634139ba0541b66a7ff4d9fe520bae8a03dbc6db6ac558170a0855a8c,,,,,,0,411,0
